V1 V2
124.256263691422 0.00210811246539083
124.844038115786 0.00166375119652532
125.431812540151 0.0016520386842664
126.019586964515 0.00151186921224679
126.607361388879 0.00165270664564125
127.195135813244 0.00174841925644555
127.782910237608 0.00168571075782731
128.370684661972 0.0019126391005987
128.958459086337 0.00188925864999775
129.546233510701 0.00219803710591354
130.134007935065 0.00249968119646856
130.72178235943 0.00263988508682356
131.309556783794 0.0032632074230441
131.897331208158 0.00335774223290634
132.485105632523 0.00397747721962201
133.072880056887 0.00443102881706263
133.660654481252 0.0042295118187144
134.248428905616 0.00468264146623354
134.83620332998 0.00375309843121493
135.423977754345 0.00370120905493815
136.011752178709 0.00354781188500012
136.599526603073 0.00328160267937183
137.187301027438 0.00393169113522495
137.775075451802 0.00352533922275645
138.362849876166 0.00417069335941662
138.950624300531 0.00464156334723556
139.538398724895 0.00496574886398475
140.126173149259 0.00669731879764347
140.713947573624 0.00573404220002379
141.301721997988 0.00668699373505608
141.889496422353 0.00668812423344979
142.477270846717 0.00639403458287748
143.065045271081 0.00797270376256019
143.652819695446 0.0061724194653331
144.24059411981 0.0071543132335357
144.828368544174 0.00684224886320518
145.416142968539 0.00656891257218218
146.003917392903 0.00811956723368399
146.591691817267 0.00632350987529065
147.179466241632 0.00765465812220968
147.767240665996 0.00710682971903856
148.35501509036 0.00714042926192664
148.942789514725 0.00901544304677601
149.530563939089 0.00733669562902143
150.118338363453 0.00961650874150358
150.706112787818 0.00866622778387526
151.293887212182 0.00904410393877344
151.881661636547 0.0110221943168037
152.469436060911 0.0089185588419928
153.057210485275 0.0114763475920393
153.64498490964 0.00933024870856501
154.232759334004 0.00949419902473844
154.820533758368 0.0104866042354483
155.408308182733 0.00893631995188878
155.996082607097 0.011951094256333
156.583857031461 0.0101643232228755
157.171631455826 0.0112159844284233
157.75940588019 0.0125905477883874
158.347180304554 0.01162138153168
158.934954728919 0.016155055178344
159.522729153283 0.0136124374389427
160.110503577648 0.0149695867225963
160.698278002012 0.0158116978996836
161.286052426376 0.0146473212445224
161.873826850741 0.0193427011887669
162.461601275105 0.0164652177510359
163.049375699469 0.018345688194648
163.637150123834 0.0194894201445834
164.224924548198 0.0191345623426301
164.812698972562 0.0246302206358681
165.400473396927 0.0218028867976904
165.988247821291 0.0238695281713748
166.576022245655 0.0236540125924531
167.16379667002 0.0223452074617998
167.751571094384 0.0258262012748264
168.339345518749 0.0227612903472273
168.927119943113 0.0241918892402689
169.514894367477 0.0231153055250134
170.102668791842 0.0214629985363064
170.690443216206 0.0234474091832928
171.27821764057 0.0210113394542075
171.865992064935 0.0224187210621973
172.453766489299 0.0215511921271815
173.041540913663 0.0202692803512621
173.629315338028 0.0221458350744173
174.217089762392 0.0207076288105299
174.804864186756 0.0228096308324412
175.392638611121 0.0222620605993397
175.980413035485 0.02053932112706
176.568187459849 0.0216292830033734
177.155961884214 0.0198700342067316
177.743736308578 0.0211996419778066
178.331510732943 0.0203591474044305
178.919285157307 0.0176635932651799
179.507059581671 0.0180246960453025
180.094834006036 0.0163004290698585
180.6826084304 0.0171642424162436
181.270382854764 0.0168358824184326
181.858157279129 0.0143498976851037
182.445931703493 0.0148729389651862
183.033706127857 0.0136082725505029
183.621480552222 0.0142325888377052
184.209254976586 0.0144369230965262
184.79702940095 0.0126842743563968
185.384803825315 0.0134650243273759
185.972578249679 0.0122880654337946
186.560352674043 0.0127651986991814
187.148127098408 0.0130949489287403
187.735901522772 0.0115371593565454
188.323675947137 0.01232980632515
188.911450371501 0.0107803912715198
189.499224795865 0.0109008549733238
190.08699922023 0.010954817419106
190.674773644594 0.00952084573529268
191.262548068958 0.0102839461968797
191.850322493323 0.00858839349182196
192.438096917687 0.00867042289973662
193.025871342051 0.00861564465983898
193.613645766416 0.00759884171617253
194.20142019078 0.00856163548589798
194.789194615144 0.00694285427952873
195.376969039509 0.00722286996738832
195.964743463873 0.00716741872266704
196.552517888238 0.00648263016777687
197.140292312602 0.00770110755389183
197.728066736966 0.00596805865260953
198.315841161331 0.00637817393160387
198.903615585695 0.00615812287925203
199.491390010059 0.00557858964090554
200.079164434424 0.00686829648105626
200.666938858788 0.00496732694509964
201.254713283152 0.00542602479160675
201.842487707517 0.00503257692803069
202.430262131881 0.00452449940458634
203.018036556245 0.00545954366647639
203.60581098061 0.00395915056460597
204.193585404974 0.00448189734492354
204.781359829338 0.00398462979359988
205.369134253703 0.00366715022545862
205.956908678067 0.00439463926382763
206.544683102432 0.0032466680350573
207.132457526796 0.00388703136114501
207.72023195116 0.00331832522027803
208.308006375525 0.00316202764107926
208.895780799889 0.0036697577654956
209.483555224253 0.00280449199957634
210.071329648618 0.00343362640654494
210.659104072982 0.00280012484401433
211.246878497346 0.00272070766187914
211.834652921711 0.00295282444941966
212.422427346075 0.00234252387038188
213.010201770439 0.00284323821483516
213.597976194804 0.00225502823943635
214.185750619168 0.00222193826305783
214.773525043533 0.00229876884589083
215.361299467897 0.00190190622789733
215.949073892261 0.00232563101709077
216.536848316626 0.00183929412958551
217.12462274099 0.00184427691703221
217.712397165354 0.00185779622864325
218.300171589719 0.00160470293818647
218.887946014083 0.00199694690652062
219.475720438447 0.00158691466902458
220.063494862812 0.00159259534868524
220.651269287176 0.00156843983617948
221.23904371154 0.00138904125683905
221.826818135905 0.00163310050157905
222.414592560269 0.0013429726736768
223.002366984633 0.00134446801518847
223.590141408998 0.00128259978068105
224.177915833362 0.00114954721650588
224.765690257727 0.00129210888820622
225.353464682091 0.00110267109136472
225.941239106455 0.001112098493453
226.52901353082 0.00105507761515848
227.116787955184 0.000959621712580524
227.704562379548 0.00104589330152207
228.292336803913 0.000925918545071686
228.880111228277 0.000951428306401836
229.467885652641 0.000906783350576692
230.055660077006 0.000826560406045209
230.64343450137 0.000876835298477528
231.231208925734 0.000794547419898156
231.818983350099 0.000828315317453263
232.406757774463 0.000794062374345476
232.994532198828 0.000712331859675749
233.582306623192 0.000741082497213083
234.170081047556 0.000676335918684536
234.757855471921 0.000703854615711815
235.345629896285 0.000683103671201191
235.933404320649 0.000601283439919187
236.521178745014 0.000622106227933666
237.108953169378 0.000572378370640179
237.696727593742 0.000608483178333371
238.284502018107 0.000609957267236579
238.872276442471 0.000525716473126135
239.460050866835 0.000551669923199679
240.0478252912 0.00051172817932752
240.635599715564 0.000538208460464773
241.223374139928 0.000553490577062402
241.811148564293 0.000478892259696439
242.398922988657 0.000510101732690134
242.986697413022 0.000469550821450442
243.574471837386 0.000482989262615104
244.16224626175 0.000499611457007227
244.750020686115 0.000434744476316653
245.337795110479 0.000467998303546799
245.925569534843 0.00041953359521782
246.513343959208 0.000433024248973029
247.101118383572 0.000455684828731794
247.688892807936 0.000404391946939656
248.276667232301 0.00044821884972763
248.864441656665 0.000389007150436572
249.452216081029 0.000401875074912215
250.039990505394 0.000421368021676027
250.627764929758 0.000381544164230934
251.215539354123 0.000442643610487805
251.803313778487 0.000373680586286691
252.391088202851 0.000392304739620475
252.978862627216 0.000404052540176621
253.56663705158 0.000365894249667892
254.154411475944 0.000440187545157511
254.742185900309 0.000355111117848979
255.329960324673 0.000382843720171411
255.917734749037 0.000386447882975656
256.505509173402 0.000353060407978307
257.093283597766 0.000445211389573897
257.68105802213 0.00033815931525821
258.268832446495 0.00037567551273718
258.856606870859 0.000367980699377849
259.444381295223 0.000339431860184901
260.032155719588 0.000439800620946572
260.619930143952 0.000329372749497789
261.207704568317 0.000383858040848933
261.795478992681 0.00036516777803732
262.383253417045 0.00034167630021425
262.97102784141 0.000436526456666957
263.558802265774 0.000331126874898712
264.146576690138 0.000404927355400934
264.734351114503 0.000363475965893373
265.322125538867 0.000347420149516346
265.909899963231 0.000426981923994175
266.497674387596 0.000330530511835289
267.08544881196 0.000408704955360954
267.673223236324 0.000353359625779791
268.260997660689 0.000350357008965619
268.848772085053 0.000410723870657902
269.436546509417 0.000336903005558569
270.024320933782 0.000422225571007541
270.612095358146 0.000360482999756237
271.199869782511 0.000367778629970271
271.787644206875 0.000411213544693381
272.375418631239 0.000352563137326177
272.963193055604 0.000445042558039141
273.550967479968 0.000373899717023198
274.138741904332 0.000383756330708732
274.726516328697 0.000407169680580027
275.314290753061 0.00036011109023567
275.902065177425 0.000457994920540058
276.48983960179 0.000380358562039841
277.077614026154 0.000388718690734585
277.665388450518 0.000401762318424574
278.253162874883 0.000367475835286634
278.840937299247 0.000464589207964123
279.428711723612 0.000399403871568191
280.016486147976 0.000415042654961799
280.60426057234 0.000424808754779423
281.192034996705 0.000399005449641707
281.779809421069 0.000481280425165106
282.367583845433 0.00042985509649329
282.955358269798 0.0004503175080798
283.543132694162 0.000455297407728393
284.130907118526 0.000431218548470972
284.718681542891 0.000492933175071961
285.306455967255 0.000450172403208266
285.894230391619 0.000472505702129183
286.482004815984 0.000472818460836418
287.069779240348 0.000450226439749743
287.657553664713 0.000507816436715853
288.245328089077 0.000481864025749446
288.833102513441 0.000516980321548864
289.420876937806 0.00052042641036411
290.00865136217 0.000488748174610185
290.596425786534 0.000532622573618551
291.184200210899 0.000510010799667999
291.771974635263 0.000559749841543303
292.359749059627 0.000594281319714531
292.947523483992 0.000570703992550387
293.535297908356 0.000589313825244163
294.12307233272 0.000503036058046527
294.710846757085 0.000440698321949214
295.298621181449 0.000407479030103035
295.886395605813 0.000367863446361904
296.474170030178 0.00042841787033872
297.061944454542 0.000428566247946655
297.649718878907 0.000416587813127726
298.237493303271 0.000361763975013325
298.825267727635 0.000211269110746198
299.413042152 0.000195534049834404
300.000816576364 0.000172886472525907
300.588591000728 8.9787742452467e-05
301.176365425093 1.79357117564358e-05
