V1 V2
0.823634574907343 9.70161769329928e-08
1.4114089992717 4.85339811417629e-07
1.99918342363605 9.2448449846601e-07
2.58695784800041 1.00624594344042e-06
3.17473227236476 8.80687857963152e-07
3.76250669672912 1.06811866413369e-06
4.35028112109347 1.01515803879612e-06
4.93805554545783 8.98333494949431e-07
5.52582996982218 9.00547550589688e-07
6.11360439418654 8.17207792682508e-07
6.70137881855089 9.3626966603064e-07
7.28915324291525 1.00614943350769e-06
7.8769276672796 1.15697220779514e-06
8.46470209164396 1.47903269020489e-06
9.05247651600831 1.60689597224799e-06
9.64025094037267 1.85895698373669e-06
10.228025364737 1.8115639866396e-06
10.8157997891014 1.57628355600085e-06
11.4035742134657 1.56643448977206e-06
11.9913486378301 1.40070246361849e-06
12.5791230621944 1.53625473836884e-06
13.1668974865588 1.54510630695146e-06
13.7546719109232 1.39328853431837e-06
14.3424463352875 1.53195625894913e-06
14.9302207596519 1.48288014563257e-06
15.5179951840162 1.47989981070638e-06
16.1057696083806 1.38425160249902e-06
16.6935440327449 1.4222085735933e-06
17.2813184571093 1.95223001537686e-06
17.8690928814736 1.05570526460133e-05
18.456867305838 4.72326693335913e-05
19.0446417302023 8.44038909271447e-05
19.6324161545667 7.44129450096394e-05
20.2201905789311 6.32637838230281e-05
20.8079650032954 3.39401498948715e-05
21.3957394276598 2.3243196647799e-05
21.9835138520241 1.44061680395877e-05
22.5712882763885 8.75159500079923e-06
23.1590627007528 7.09078265691026e-06
23.7468371251172 4.12480513736002e-06
24.3346115494815 3.76679717120627e-06
24.9223859738459 3.36289889610146e-06
25.5101603982102 2.91505243948341e-06
26.0979348225746 3.09005109375138e-06
26.685709246939 2.14503210625072e-06
27.2734836713033 2.20429148703611e-06
27.8612580956677 1.94327669151404e-06
28.449032520032 1.98317582579563e-06
29.0368069443964 2.58764663099461e-06
29.6245813687607 2.14817337155713e-06
30.2123557931251 2.48467886392391e-06
30.8001302174894 2.0292412714983e-06
31.3879046418538 1.90190262706826e-06
31.9756790662182 2.19486924575039e-06
32.5634534905825 1.62737554568451e-06
33.1512279149469 1.83437761577729e-06
33.7390023393112 1.47729939504946e-06
34.3267767636756 1.45630936375844e-06
34.9145511880399 1.69534061872354e-06
35.5023256124043 1.40669001388184e-06
36.0901000367686 1.81793091959289e-06
36.677874461133 1.31692119951332e-06
37.2656488854973 1.26056042097244e-06
37.8534233098617 1.33647133875809e-06
38.4411977342261 1.06567910932578e-06
39.0289721585904 1.38220059372368e-06
39.6167465829548 1.07412539484769e-06
40.2045210073191 1.15190770186504e-06
40.7922954316835 1.23346504667811e-06
41.3800698560478 1.10249002322799e-06
41.9678442804122 1.57950237040389e-06
42.5556187047765 1.36904143816232e-06
43.1433931291409 1.56805260590638e-06
43.7311675535053 1.50783862757673e-06
44.3189419778696 1.33514301723911e-06
44.906716402234 1.77350232910569e-06
45.4944908265983 1.28709228816418e-06
46.0822652509627 1.29608665531971e-06
46.670039675327 1.33319947848231e-06
47.2578140996914 1.26494760510152e-06
47.8455885240557 1.56576421338869e-06
48.4333629484201 1.34257081836923e-06
49.0211373727844 1.55247280406517e-06
49.6089117971488 1.55743256952909e-06
50.1966862215132 1.50197968830828e-06
50.7844606458775 1.76634253958104e-06
51.3722350702419 1.52510284560662e-06
51.9600094946062 1.7555865264507e-06
52.5477839189706 1.89062547975023e-06
53.1355583433349 1.97712517981725e-06
53.7233327676993 2.24813137607068e-06
54.3111071920636 2.0116115708604e-06
54.898881616428 2.41766521455524e-06
55.4866560407923 2.8309189104842e-06
56.0744304651567 3.19489654269798e-06
56.6622048895211 3.4771321038195e-06
57.2499793138854 3.03690660985912e-06
57.8377537382498 3.30623406959202e-06
58.4255281626141 3.25356956316384e-06
59.0133025869785 3.75890830553517e-06
59.6010770113428 5.60397184286071e-06
60.1888514357072 6.20419215001378e-06
60.7766258600715 7.32404220814864e-06
61.3644002844359 6.98402821180589e-06
61.9521747088003 7.00011193597601e-06
62.5399491331646 9.23007813940078e-06
63.127723557529 1.02152090967837e-05
63.7154979818933 1.23499344866854e-05
64.3032724062577 1.24706763328405e-05
64.891046830622 1.19443635093328e-05
65.4788212549864 1.29826587163161e-05
66.0665956793507 1.24718945087757e-05
66.6543701037151 1.41486047778608e-05
67.2421445280795 1.45329879917408e-05
67.8299189524438 1.38499727806685e-05
68.4176933768082 1.51061890454799e-05
69.0054678011725 1.45388249695228e-05
69.5932422255369 1.6344478478222e-05
70.1810166499012 1.69544376798969e-05
70.7687910742656 1.57551076597264e-05
71.3565654986299 1.71147378947884e-05
71.9443399229943 1.60917084819848e-05
72.5321143473586 1.75668142699111e-05
73.119888771723 1.83053555968322e-05
73.7076631960874 1.76111254207112e-05
74.2954376204517 1.95826757164177e-05
74.8832120448161 1.74421237904909e-05
75.4709864691804 1.84965179029214e-05
76.0587608935448 1.90158211936358e-05
76.6465353179091 1.90571132191369e-05
77.2343097422735 2.24987342373398e-05
77.8220841666378 1.99411753006439e-05
78.4098585910022 2.26953400316814e-05
78.9976330153665 2.45086871584331e-05
79.5854074397309 2.45784322525694e-05
80.1731818640953 2.94676722020734e-05
80.7609562884596 2.40165173629885e-05
81.348730712824 2.60494157386881e-05
81.9365051371883 2.53441372302601e-05
82.5242795615527 2.41339515514339e-05
83.112053985917 2.93923611703426e-05
83.6998284102814 2.33183968183124e-05
84.2876028346457 2.67442595423401e-05
84.8753772590101 2.61393998332128e-05
85.4631516833744 2.52858360211342e-05
86.0509261077388 3.12479580620215e-05
86.6387005321032 2.63520243538939e-05
87.2264749564675 3.25438753988526e-05
87.8142493808319 3.14947268946915e-05
88.4020238051962 3.20669178753743e-05
88.9897982295606 4.05803077274415e-05
89.5775726539249 3.32673276181606e-05
90.1653470782893 4.16936275022681e-05
90.7531215026536 3.82196516936488e-05
91.340895927018 3.91149560246268e-05
91.9286703513824 4.74321553725874e-05
92.5164447757467 3.71542895613742e-05
93.1042192001111 4.64267461299089e-05
93.6919936244754 3.86208787672986e-05
94.2797680488398 3.99427979487892e-05
94.8675424732041 4.68819787041597e-05
95.4553168975685 3.9560992047401e-05
96.0430913219328 5.42271996460932e-05
96.6308657462972 4.56832757595778e-05
97.2186401706615 4.97598679184289e-05
97.8064145950259 5.57120452406756e-05
98.3941890193903 4.94143518302727e-05
98.9819634437546 6.95037536787421e-05
99.569737868119 6.75565870590329e-05
100.157512292483 0.00026918713629757
100.745286716848 0.000804275114248465
101.333061141212 0.000909646396671322
101.920835565576 0.00123338672647031
102.508609989941 0.000942890689374075
103.096384414305 0.00096551176873205
103.684158838669 0.000920087544931632
104.271933263034 0.000799516794911861
104.859707687398 0.000958306249968873
105.447482111763 0.000776739140447505
106.035256536127 0.000840060146303254
106.623030960491 0.000851447977252791
107.210805384856 0.000834473052722613
107.79857980922 0.00106499627462881
108.386354233584 0.00099021731044658
108.974128657949 0.00119429417589038
109.561903082313 0.00127368070998155
110.149677506677 0.00132080779754573
110.737451931042 0.00162398723060216
111.325226355406 0.00147515325418992
111.91300077977 0.00159049323743081
112.500775204135 0.00142634684761347
113.088549628499 0.00123962085495007
113.676324052863 0.00125514860354492
114.264098477228 0.001091348940763
114.851872901592 0.00118238012580581
115.439647325957 0.00113935797292529
116.027421750321 0.00110396710595847
116.615196174685 0.00123847045262934
117.20297059905 0.00119982373577478
117.790745023414 0.00142005489438481
118.378519447778 0.00146403007800456
118.966293872143 0.0015007377122188
119.554068296507 0.00176895240449548
120.141842720871 0.00185448121487952
120.729617145236 0.00240524468363615
121.3173915696 0.00259036568234788
121.905165993964 0.00252229182715862
122.492940418329 0.00268920834890047
123.080714842693 0.0024061701240214
123.668489267058 0.00234968131459801
